report_received_date,manufacturer,component,recall_type,potentially_affected
08/18/2015,Turtle Top,BACK OVER PREVENTION,Vehicle,14.0
08/18/2015,E-One Incorporated,EQUIPMENT,Vehicle,164.0
08/17/2015,"Mack Trucks, Inc.","SERVICE BRAKES, AIR",Vehicle,79.0
08/17/2015,Volvo Trucks North America,STEERING,Vehicle,1319.0
08/17/2015,"Mack Trucks, Inc.",ELECTRICAL SYSTEM,Vehicle,62.0
08/17/2015,"BMW of North America, LLC",EXTERIOR LIGHTING,Vehicle,7727.0
08/17/2015,Volvo Trucks North America,SERVICE BRAKES,Vehicle,2854.0
08/14/2015,"Chrysler (FCA US, LLC)",ELECTRICAL SYSTEM,Vehicle,1655.0
08/14/2015,Fontaine Fifth Wheel Company,TRAILER HITCHES,Equipment,6800.0
08/14/2015,"General Motors, LLC",EXTERIOR LIGHTING,Vehicle,429170.0
08/14/2015,Marmon-Herrington,POWER TRAIN,Equipment,525.0
08/14/2015,"Grand Design RV, LLC",EQUIPMENT,Vehicle,1721.0
08/13/2015,"Southeast Toyota Distributors, LLC",ENGINE AND ENGINE COOLING,Vehicle,2530.0
08/13/2015,"Terex South Dakota, Inc.",STRUCTURE,Vehicle,386.0
08/13/2015,Pierce Manufacturing,POWER TRAIN,Vehicle,191.0
08/13/2015,"Halcore Group, Inc.",BACK OVER PREVENTION,Vehicle,140.0
08/13/2015,"Southeast Toyota Distributors, LLC",TIRES,Vehicle,949.0
08/12/2015,"Winnebago Industries, Inc.",LATCHES/LOCKS/LINKAGES,Vehicle,3307.0
08/12/2015,Pierce Manufacturing,EXTERIOR LIGHTING,Vehicle,12.0
08/12/2015,"Nissan North America, Inc.","SERVICE BRAKES, HYDRAULIC",Vehicle,298747.0
08/12/2015,"Chrysler (FCA US, LLC)",ELECTRICAL SYSTEM,Vehicle,7810.0
08/12/2015,"Chrysler (FCA US, LLC)",VISIBILITY,Vehicle,158684.0
08/11/2015,"Mitsubishi Fuso Truck of America, Inc.","SERVICE BRAKES, HYDRAULIC",Vehicle,7104.0
08/11/2015,"Britax Child Safety, Inc.",CHILD SEAT,Child Seat,213753.0
08/11/2015,"Strick Trailers, LLC",SUSPENSION,Vehicle,1006.0
08/11/2015,"Mercedes-Benz USA, LLC",ENGINE AND ENGINE COOLING,Vehicle,209.0
08/10/2015,"General Motors, LLC",AIR BAGS,Vehicle,59474.0
08/10/2015,Goshen Coach,SEATS,Vehicle,1494.0
08/10/2015,"Michelin North America, Inc.",TIRES,Tire,104000.0
08/10/2015,"Nissan North America, Inc.",SEAT BELTS,Vehicle,1554.0
08/10/2015,"Subaru of America, Inc.",POWER TRAIN,Vehicle,2893.0
08/10/2015,Keystone RV Company,STRUCTURE,Vehicle,405.0
08/06/2015,"LGS Industries, Inc.",STRUCTURE,Vehicle,3612.0
08/06/2015,Starcraft RV,EQUIPMENT,Vehicle,705.0
08/06/2015,"Forest River, Inc.",EQUIPMENT,Vehicle,190.0
08/06/2015,"Volvo Car USA, LLC",AIR BAGS,Vehicle,3911.0
08/06/2015,Turtle Top,LATCHES/LOCKS/LINKAGES,Vehicle,2.0
08/05/2015,"Ameritrans Bus, Inc.",BACK OVER PREVENTION,Vehicle,2.0
08/05/2015,"Winnebago Industries, Inc.",EQUIPMENT,Vehicle,1732.0
08/05/2015,DRV Suites,EXTERIOR LIGHTING,Vehicle,7465.0
08/05/2015,"Forest River, Inc.",POWER TRAIN,Vehicle,23.0
08/05/2015,"Felling Trailers, Inc.",STRUCTURE,Vehicle,92.0
08/05/2015,Newmar Corporation,SUSPENSION,Vehicle,82.0
08/05/2015,"Forest River, Inc.",ELECTRICAL SYSTEM,Vehicle,634.0
08/04/2015,"Volkswagen Group of America, Inc.",AIR BAGS,Vehicle,415825.0
08/04/2015,"Nissan North America, Inc.","FUEL SYSTEM, GASOLINE",Vehicle,46846.0
08/04/2015,"Forest River, Inc.",EQUIPMENT,Vehicle,91.0
08/04/2015,"New Flyer of America, Inc.","FUEL SYSTEM, OTHER",Vehicle,70.0
08/04/2015,Emerson Process Mgmt Regulator Tech. Inc,"FUEL SYSTEM, OTHER",Equipment,110.0
07/30/2015,"Liftmoore, Inc.",ELECTRICAL SYSTEM,Vehicle,13.0
07/30/2015,"Forest River, Inc.",BACK OVER PREVENTION,Vehicle,160.0
07/30/2015,"Forest River, Inc.",EQUIPMENT,Vehicle,207.0
07/30/2015,"Heartland Recreational Vehicles, LLC",EQUIPMENT,Vehicle,1680.0
07/30/2015,Temsa,PARKING BRAKE,Vehicle,64.0
07/29/2015,Honda (American Honda Motor Co.),"FUEL SYSTEM, GASOLINE",Vehicle,14575.0
07/29/2015,Harley-Davidson Motor Company,"FUEL SYSTEM, GASOLINE",Vehicle,10594.0
07/29/2015,Ford Motor Company,CHILD SEAT,Vehicle,265.0
07/28/2015,Shyft Group,SUSPENSION,Vehicle,106.0
07/28/2015,Newmar Corporation,"FUEL SYSTEM, GASOLINE",Vehicle,472.0
07/28/2015,"Chrysler (FCA US, LLC)",ELECTRICAL SYSTEM,Vehicle,77971.0
07/28/2015,Honda (American Honda Motor Co.),EQUIPMENT,Vehicle,11511.0
07/28/2015,"Altec Industries, Inc.",EQUIPMENT,Vehicle,2514.0
07/27/2015,Spartan ERV,STRUCTURE,Vehicle,29.0
07/27/2015,"Chrysler (FCA US, LLC)",SUSPENSION,Vehicle,199.0
07/27/2015,"Chrysler (FCA US, LLC)",AIR BAGS,Vehicle,284095.0
07/27/2015,"Chrysler (FCA US, LLC)",SUSPENSION,Vehicle,5492.0
07/24/2015,"Forest River, Inc.",ELECTRICAL SYSTEM,Vehicle,20.0
07/24/2015,"General Motors, LLC",AIR BAGS,Vehicle,5493.0
07/24/2015,Ford Motor Company,PARKING BRAKE,Vehicle,7165.0
07/24/2015,"General Motors, LLC",VISIBILITY,Vehicle,63665.0
07/23/2015,"Chrysler (FCA US, LLC)",EQUIPMENT,Vehicle,1416903.0
07/22/2015,PACCAR Incorporated,ELECTRICAL SYSTEM,Vehicle,288.0
07/22/2015,PACCAR Incorporated,"SERVICE BRAKES, AIR",Vehicle,334.0
07/22/2015,PACCAR Incorporated,EXTERIOR LIGHTING,Vehicle,12551.0
07/22/2015,"Chrysler (FCA US, LLC)",AIR BAGS,Vehicle,1059444.0
07/22/2015,"Chrysler (FCA US, LLC)",AIR BAGS,Vehicle,667441.0
07/22/2015,"Tracker Marine, LLC",TIRES,Vehicle,346.0
07/21/2015,"Nissan North America, Inc.",LATCHES/LOCKS/LINKAGES,Vehicle,6595.0
07/21/2015,REV Recreation Group,EQUIPMENT,Vehicle,92.0
07/21/2015,Discount Tire,TIRES,Tire,79513.0
07/20/2015,Mazda North American Operations,SUSPENSION,Vehicle,193484.0
07/20/2015,"Volkswagen Group of America, Inc.",STEERING,Vehicle,5625.0
07/17/2015,H&H Sports Protection,EQUIPMENT,Equipment,6356.0
07/17/2015,"BMW of North America, LLC",STRUCTURE,Vehicle,30456.0
07/17/2015,"Continental Tire the Americas, LLC",TIRES,Tire,4884.0
07/17/2015,SAF-Holland,SUSPENSION,Equipment,16959.0
07/15/2015,Vermeer Manufacturing Company,EQUIPMENT,Vehicle,481.0
07/15/2015,Toyota Motor Engineering & Manufacturing,HYBRID PROPULSION SYSTEM,Vehicle,108624.0
07/15/2015,Flex-a-lite,ENGINE AND ENGINE COOLING,Equipment,135.0
07/15/2015,Shyft Group,TIRES,Vehicle,212.0
07/14/2015,Agility Fuel Solutions,"FUEL SYSTEM, OTHER",Equipment,524.0
07/14/2015,"Kia America, Inc.",SEAT BELTS,Vehicle,2587.0
07/14/2015,Emcara Gas Development Inc.,"FUEL SYSTEM, OTHER",Equipment,2351.0
07/13/2015,Starcraft Bus,EQUIPMENT,Vehicle,800.0
07/13/2015,Hercules Tire & Rubber Company,TIRES,Tire,90000.0
07/13/2015,"Continental Tire the Americas, LLC",TIRES,Tire,3826.0
07/10/2015,Wilson Trailer Company,SUSPENSION,Vehicle,1890.0
07/10/2015,"Autocar, LLC",EQUIPMENT,Vehicle,1042.0
07/10/2015,"Chrysler (FCA US, LLC)",AIR BAGS,Vehicle,88460.0
07/10/2015,"KTM North America, Inc.","FUEL SYSTEM, GASOLINE",Vehicle,640.0
07/10/2015,"General Motors, LLC",STEERING,Vehicle,10.0
07/08/2015,Ford Motor Company,ELECTRICAL SYSTEM,Vehicle,374781.0
07/08/2015,"ST Engineering Hackney, Inc","SERVICE BRAKES, AIR",Vehicle,49.0
07/08/2015,"Charles Machine Works, Inc.",ELECTRICAL SYSTEM,Vehicle,69.0
07/08/2015,Honda (American Honda Motor Co.),ELECTRICAL SYSTEM,Vehicle,47168.0
07/08/2015,"Navistar, Inc.",ENGINE AND ENGINE COOLING,Vehicle,63.0
07/07/2015,REV Recreation Group,STRUCTURE,Vehicle,32.0
07/07/2015,"Chrysler (FCA US, LLC)",ENGINE AND ENGINE COOLING,Vehicle,145379.0
07/07/2015,"Daimler Trucks North America, LLC",STRUCTURE,Vehicle,103038.0
07/07/2015,"Ferrari North America, Inc.",AIR BAGS,Vehicle,814.0
07/06/2015,"Daimler Trucks North America, LLC",STRUCTURE,Vehicle,3013.0
07/06/2015,"Mercedes-Benz USA, LLC",AIR BAGS,Vehicle,43.0
07/06/2015,Prevost Car (US) Inc.,SUSPENSION,Vehicle,68.0
07/06/2015,Starcraft Bus,EQUIPMENT,Vehicle,832.0
07/06/2015,Entegra Coach,"SERVICE BRAKES, AIR",Vehicle,211.0
07/06/2015,Honda (American Honda Motor Co.),SEAT BELTS,Vehicle,1358.0
07/06/2015,Harley-Davidson Motor Company,EQUIPMENT,Vehicle,185272.0
07/02/2015,"Terex Advance Mixer, Inc.",EQUIPMENT,Vehicle,120.0
07/02/2015,"Osram Sylvania, Inc.",EXTERIOR LIGHTING,Equipment,63000.0
07/02/2015,"Osram Sylvania, Inc.",EXTERIOR LIGHTING,Equipment,66000.0
07/02/2015,Van Hool N.V.,ELECTRICAL SYSTEM,Vehicle,50.0
07/02/2015,Norco Industries Inc.,EQUIPMENT,Equipment,5743.0
07/01/2015,Honda (American Honda Motor Co.),EQUIPMENT,Vehicle,106439.0
07/01/2015,"General Motors, LLC",VISIBILITY,Vehicle,164993.0
07/01/2015,"Gillig, LLC",ELECTRICAL SYSTEM,Vehicle,6971.0
07/01/2015,"Nissan North America, Inc.",ELECTRICAL SYSTEM,Vehicle,14595.0
07/01/2015,"Subaru of America, Inc.",AIR BAGS,Vehicle,30348.0
06/30/2015,Oshkosh Corporation,POWER TRAIN,Vehicle,24.0
06/30/2015,Hyundai Motor America,SEAT BELTS,Vehicle,128804.0
06/30/2015,"General Motors, LLC",STRUCTURE,Vehicle,691144.0
06/30/2015,"General Motors, LLC",EQUIPMENT,Vehicle,45785.0
06/30/2015,Newmar Corporation,POWER TRAIN,Vehicle,96.0
06/30/2015,Goshen Coach,SEAT BELTS,Vehicle,2432.0
06/29/2015,"Carson Trailer, Inc.",LATCHES/LOCKS/LINKAGES,Vehicle,426.0
06/29/2015,Keystone RV Company,EQUIPMENT,Vehicle,537.0
06/29/2015,"Yamaha Motor Corporation, USA",ELECTRICAL SYSTEM,Vehicle,12721.0
06/24/2015,"Erwin Hymer Group North America, Inc.",AIR BAGS,Vehicle,335.0
06/24/2015,Shyft Group,ENGINE AND ENGINE COOLING,Vehicle,1599.0
06/24/2015,Ford Motor Company,SEAT BELTS,Vehicle,49.0
06/24/2015,Ford Motor Company,ELECTRICAL SYSTEM,Vehicle,184519.0
06/24/2015,Dannmar Equipment,EQUIPMENT,Equipment,236.0
06/24/2015,Shred-Tech Corporation,EQUIPMENT,Vehicle,162.0
06/24/2015,Cruiser RV,SUSPENSION,Vehicle,13.0
06/23/2015,"Forest River, Inc.",SEATS,Vehicle,2.0
06/23/2015,"Suzuki Motor USA, LLC",SEATS,Equipment,308.0
06/23/2015,"Altec Industries, Inc.",EQUIPMENT,Vehicle,23.0
06/23/2015,"General Motors, LLC",SEAT BELTS,Vehicle,47042.0
06/23/2015,Starcraft RV,EQUIPMENT,Vehicle,50.0
06/22/2015,"Navistar, Inc.",ELECTRICAL SYSTEM,Vehicle,29182.0
06/22/2015,Entegra Coach,POWER TRAIN,Vehicle,24.0
06/22/2015,Turtle Top,ELECTRICAL SYSTEM,Vehicle,355.0
06/22/2015,"Chrysler (FCA US, LLC)",STRUCTURE,Vehicle,99399.0
06/19/2015,Motor Coach Industries,POWER TRAIN,Vehicle,232.0
06/19/2015,"Performance Machine, Inc.",WHEELS,Equipment,113.0
06/19/2015,Shyft Group,POWER TRAIN,Vehicle,144.0
06/19/2015,"Champion Bus, Inc.",SEAT BELTS,Vehicle,1818.0
06/19/2015,"Forest River, Inc.",SUSPENSION,Vehicle,44.0
06/17/2015,"Jaguar Land Rover North America, LLC",LATCHES/LOCKS/LINKAGES,Vehicle,65372.0
06/17/2015,"Jaguar Land Rover North America, LLC",VISIBILITY,Vehicle,492.0
06/17/2015,"Transportation Collaborative, Inc.",POWER TRAIN,Vehicle,46.0
06/17/2015,"Daimler Trucks North America, LLC",ELECTRICAL SYSTEM,Vehicle,21.0
06/16/2015,Vactor Manufacturing,EQUIPMENT,Vehicle,387.0
06/16/2015,Great Dane Trailers,"SERVICE BRAKES, AIR",Vehicle,111.0
06/16/2015,"Heartland Recreational Vehicles, LLC",EQUIPMENT,Vehicle,34.0
06/16/2015,"Elgin Sweeper Company, Inc.",EQUIPMENT,Vehicle,66.0
06/16/2015,"Evergreen Recreational Vehicles, LLC",EQUIPMENT,Vehicle,937.0
06/16/2015,"Evergreen Recreational Vehicles, LLC",SUSPENSION,Vehicle,15.0
06/15/2015,"HME, Inc.",ENGINE AND ENGINE COOLING,Vehicle,8.0
06/15/2015,Braun Corporation,EQUIPMENT,Vehicle,2461.0
06/15/2015,"Volkswagen Group of America, Inc.","SERVICE BRAKES, HYDRAULIC",Vehicle,62.0
06/15/2015,Honda (American Honda Motor Co.),AIR BAGS,Vehicle,3498481.0
06/15/2015,New Horizons RV Corporation,EQUIPMENT,Vehicle,50.0
06/15/2015,Newmar Corporation,SUSPENSION,Vehicle,57.0
06/15/2015,Alcoa Inc.,WHEELS,Equipment,45794.0
06/12/2015,"Subaru of America, Inc.",EXTERIOR LIGHTING,Vehicle,71710.0
06/12/2015,"Forest River, Inc.",EQUIPMENT,Vehicle,249.0
06/12/2015,"Nissan North America, Inc.",EQUIPMENT,Vehicle,110.0
06/12/2015,"Yakima Products, Inc.",EQUIPMENT,Equipment,3468.0
06/12/2015,"ASA Electronics, LLC.",BACK OVER PREVENTION,Equipment,2181.0
06/10/2015,"Nissan North America, Inc.","SERVICE BRAKES, HYDRAULIC",Vehicle,9614.0
06/10/2015,Silver Eagle Manufacturing Company,"SERVICE BRAKES, AIR",Vehicle,20.0
06/10/2015,"Daimler Trucks North America, LLC",AIR BAGS,Vehicle,2601.0
06/10/2015,"ZF North America, Inc.",POWER TRAIN,Equipment,473.0
06/10/2015,"Baby Jogger, LLC",CHILD SEAT,Child Seat,15103.0
06/10/2015,"Rush Truck Centers of Texas, LP",SEAT BELTS,Vehicle,37.0
06/10/2015,"Winnebago Industries, Inc.",SEATS,Vehicle,48.0
06/09/2015,"General Motors, LLC","SERVICE BRAKES, HYDRAULIC",Vehicle,2163.0
06/09/2015,Vermeer Manufacturing Company,TRAILER HITCHES,Vehicle,64.0
06/09/2015,"Kia America, Inc.",EXTERIOR LIGHTING,Vehicle,7722.0
06/09/2015,"Gulf Stream Coach, Inc.",EQUIPMENT,Vehicle,21.0
06/09/2015,"Kalmar Solutions, LLC",ENGINE AND ENGINE COOLING,Vehicle,22.0
06/09/2015,"Forest River, Inc.",SUSPENSION,Vehicle,1497.0
06/08/2015,Fontaine Trailer Company,STRUCTURE,Vehicle,159.0
06/08/2015,"Mercedes-Benz USA, LLC",ENGINE AND ENGINE COOLING,Vehicle,814.0
06/05/2015,Prevost Car (US) Inc.,ELECTRICAL SYSTEM,Vehicle,452.0
06/05/2015,Nova Bus (US) Inc.,PARKING BRAKE,Vehicle,250.0
06/05/2015,Prevost Car (US) Inc.,SUSPENSION,Vehicle,10.0
06/05/2015,Prevost Car (US) Inc.,ELECTRICAL SYSTEM,Vehicle,314.0
06/03/2015,"Advics North America, Inc.","SERVICE BRAKES, HYDRAULIC",Equipment,8874.0
06/03/2015,Toyota Motor Engineering & Manufacturing,"SERVICE BRAKES, HYDRAULIC",Vehicle,3013.0
06/03/2015,Timken Company,SUSPENSION,Equipment,576.0
06/03/2015,"Strange Engineering, Inc.",POWER TRAIN,Equipment,90.0
06/03/2015,"Volvo Car USA, LLC",AIR BAGS,Vehicle,584.0
06/03/2015,"Daimler Trucks North America, LLC",ENGINE AND ENGINE COOLING,Vehicle,3200.0
06/03/2015,"Daimler Trucks North America, LLC",ENGINE AND ENGINE COOLING,Vehicle,746.0
06/02/2015,"Mitsubishi Motors North America, Inc.","SERVICE BRAKES, HYDRAULIC",Vehicle,74836.0
06/02/2015,Ford Motor Company,"FUEL SYSTEM, GASOLINE",Vehicle,19095.0
06/02/2015,Ford Motor Company,STEERING,Vehicle,393623.0
06/02/2015,"Airstream, Inc.",EQUIPMENT,Vehicle,232.0
06/02/2015,"Mitsubishi Motors North America, Inc.",AIR BAGS,Vehicle,443442.0
06/01/2015,"New Flyer of America, Inc.",STRUCTURE,Vehicle,1147.0
06/01/2015,"Accubuilt, Inc.",SUSPENSION,Vehicle,970.0
06/01/2015,Van Hool N.V.,STEERING,Vehicle,555.0
06/01/2015,Oshkosh Corporation,ENGINE AND ENGINE COOLING,Vehicle,44.0
06/01/2015,"Porsche Cars North America, Inc.",ENGINE AND ENGINE COOLING,Vehicle,223.0
05/29/2015,"Corp. Micro Bird, Inc.",SEATS,Vehicle,10.0
05/29/2015,"Genie Industries, Inc.",EQUIPMENT,Vehicle,26.0
05/29/2015,Goshen Coach,EQUIPMENT,Vehicle,5.0
05/29/2015,"Navistar, Inc.",ENGINE AND ENGINE COOLING,Vehicle,102.0
05/28/2015,"BMW of North America, LLC",AIR BAGS,Vehicle,419235.0
05/28/2015,Ford Motor Company,AIR BAGS,Vehicle,1018622.0
05/28/2015,Honda (American Honda Motor Co.),AIR BAGS,Vehicle,6281043.0
05/28/2015,Ford Motor Company,AIR BAGS,Vehicle,362327.0
05/28/2015,"Subaru of America, Inc.",AIR BAGS,Vehicle,432016.0
05/28/2015,"General Motors, LLC",AIR BAGS,Vehicle,330198.0
05/27/2015,"Chrysler (FCA US, LLC)",AIR BAGS,Vehicle,4077169.0
05/27/2015,"Southeast Toyota Distributors, LLC",EQUIPMENT,Vehicle,144.0
05/27/2015,"Chrysler (FCA US, LLC)",AIR BAGS,Vehicle,385686.0
05/27/2015,Keystone RV Company,EQUIPMENT,Vehicle,1529.0
05/27/2015,Crane Carrier Company,ENGINE AND ENGINE COOLING,Vehicle,630.0
05/27/2015,"Eldorado National- California, Inc.",ENGINE AND ENGINE COOLING,Vehicle,599.0
05/26/2015,PACCAR Incorporated,POWER TRAIN,Vehicle,30.0
05/26/2015,"Volkswagen Group of America, Inc.",EQUIPMENT,Vehicle,2957.0
05/26/2015,Open Range R.V. Company,EQUIPMENT,Vehicle,122.0
05/26/2015,Collins Bus Corporation,SEATS,Vehicle,13.0
05/26/2015,"Ferrari North America, Inc.",TIRES,Vehicle,85.0
05/26/2015,PACCAR Incorporated,ENGINE AND ENGINE COOLING,Vehicle,4823.0
05/22/2015,Open Range R.V. Company,EQUIPMENT,Vehicle,47.0
05/22/2015,"Ferrari North America, Inc.",SEATS,Vehicle,85.0
05/22/2015,MACVAD Limited,EQUIPMENT,Equipment,33444.0
05/22/2015,"Forest River, Inc.",EQUIPMENT,Vehicle,120.0
05/22/2015,Highland Ridge RV,EQUIPMENT,Vehicle,93.0
05/20/2015,Honda (American Honda Motor Co.),FORWARD COLLISION AVOIDANCE,Vehicle,19502.0
05/20/2015,"Forest River, Inc.",EQUIPMENT,Vehicle,361.0
05/20/2015,Starcraft Bus,EQUIPMENT,Vehicle,110.0
05/20/2015,Starcraft Bus,ELECTRICAL SYSTEM,Vehicle,76.0
05/19/2015,"Tiffin Motorhomes, Inc.",EQUIPMENT,Vehicle,304.0
05/19/2015,"Gillig, LLC",EXTERIOR LIGHTING,Vehicle,263.0
05/19/2015,Blue Bird Body Company,ENGINE AND ENGINE COOLING,Vehicle,840.0
05/19/2015,Blue Bird Body Company,ENGINE AND ENGINE COOLING,Vehicle,34.0
05/19/2015,"NABI Bus, LLC",ENGINE AND ENGINE COOLING,Vehicle,1809.0
05/18/2015,"Takata (TK Global, LLC)",AIR BAGS,Equipment,17600000.0
05/18/2015,"Autocar, LLC",PARKING BRAKE,Vehicle,1123.0
05/18/2015,"Takata (TK Global, LLC)",AIR BAGS,Equipment,7700000.0
05/18/2015,"Takata (TK Global, LLC)",AIR BAGS,Equipment,5200000.0
05/18/2015,"Takata (TK Global, LLC)",AIR BAGS,Equipment,3300000.0
05/18/2015,"Chrysler (FCA US, LLC)",TIRES,Vehicle,1771.0
05/18/2015,"Chrysler (FCA US, LLC)",POWER TRAIN,Vehicle,3851.0
05/18/2015,"New Flyer of America, Inc.",ENGINE AND ENGINE COOLING,Vehicle,2956.0
05/15/2015,"Nissan North America, Inc.",AIR BAGS,Vehicle,1090569.0
05/15/2015,Daimler Buses North America,ENGINE AND ENGINE COOLING,Vehicle,455.0
05/15/2015,Dexter Ventline and Door,SUSPENSION,Equipment,1616.0
05/13/2015,Toyota Motor Engineering & Manufacturing,AIR BAGS,Vehicle,159700.0
05/13/2015,"Chrysler (FCA US, LLC)",AIR BAGS,Vehicle,72.0
05/13/2015,Toyota Motor Engineering & Manufacturing,AIR BAGS,Vehicle,1973468.0
05/13/2015,Toyota Motor Engineering & Manufacturing,AIR BAGS,Vehicle,1069055.0
05/13/2015,"Forest River, Inc.",STEERING,Vehicle,226.0
05/13/2015,"Autocar, LLC",ENGINE AND ENGINE COOLING,Vehicle,5245.0
05/13/2015,"Autocar Industries, LLC",ENGINE AND ENGINE COOLING,Vehicle,41.0
05/12/2015,"General Motors, LLC","SERVICE BRAKES, HYDRAULIC",Vehicle,24380.0
05/12/2015,Fleetline,EQUIPMENT,Equipment,3200.0
05/12/2015,Ford Motor Company,STEERING,Vehicle,8963.0
05/12/2015,Motor Coach Industries,ENGINE AND ENGINE COOLING,Vehicle,243.0
05/11/2015,"Forest River, Inc.",EQUIPMENT,Vehicle,689.0
05/11/2015,PACCAR Incorporated,WHEELS,Vehicle,49.0
05/11/2015,Volvo Trucks North America,ENGINE AND ENGINE COOLING,Vehicle,185.0
05/11/2015,"Mack Trucks, Inc.",ENGINE AND ENGINE COOLING,Vehicle,2124.0
05/08/2015,PACCAR Incorporated,ELECTRICAL SYSTEM,Vehicle,1494.0
05/08/2015,"General Motors, LLC",SEATS,Vehicle,49980.0
05/08/2015,Ducati North America,SUSPENSION,Vehicle,549.0
05/08/2015,"General Motors, LLC",SEAT BELTS,Vehicle,437045.0
05/08/2015,PACCAR Incorporated,VISIBILITY,Vehicle,104807.0
05/07/2015,"FMF Store Fixtures, Inc.",EQUIPMENT,Equipment,3200.0
05/07/2015,"Jayco, Inc.",EQUIPMENT,Vehicle,2747.0
05/07/2015,Thor Motor Coach,SEATS,Vehicle,56.0
05/07/2015,Curt Manufacturing LLC,TRAILER HITCHES,Equipment,134155.0
05/07/2015,Curt Manufacturing LLC,TRAILER HITCHES,Equipment,28000.0
05/05/2015,"Idle Free Systems, Inc.",EQUIPMENT,Equipment,5069.0
05/05/2015,"Mercedes-Benz USA, LLC - DBA Sprinter",ENGINE AND ENGINE COOLING,Vehicle,1335.0
05/05/2015,Eldorado National-Kansas,SUSPENSION,Vehicle,201.0
05/05/2015,Starcraft Bus,SEATS,Vehicle,20.0
05/05/2015,"Gillig, LLC",ENGINE AND ENGINE COOLING,Vehicle,1101.0
05/04/2015,Vapor Bus International,ELECTRICAL SYSTEM,Equipment,3000.0
05/04/2015,"Jayco, Inc.",SUSPENSION,Vehicle,2.0
05/04/2015,"Eldorado National- California, Inc.",ELECTRICAL SYSTEM,Vehicle,117.0
05/01/2015,Starcraft RV,EQUIPMENT,Vehicle,36.0
05/01/2015,REV Recreation Group,EQUIPMENT,Vehicle,16.0
05/01/2015,Hickory Springs Manufacturing Company,SEATS,Equipment,1780.0
04/29/2015,"Navistar, Inc.",POWER TRAIN,Vehicle,4.0
04/29/2015,"Triumph Motorcycles America, Ltd.",SUSPENSION,Vehicle,566.0
04/29/2015,Lakota Corporation,SUSPENSION,Vehicle,1.0
04/28/2015,"Mastercraft Boat Company, Inc.",TRAILER HITCHES,Vehicle,1740.0
04/28/2015,Shyft Group,POWER TRAIN,Vehicle,97.0
04/28/2015,Ford Motor Company,STRUCTURE,Vehicle,73.0
04/28/2015,Ford Motor Company,STEERING,Vehicle,487301.0
04/27/2015,Shandong Jinyu Industrial Co. LTD.,TIRES,Tire,5068.0
04/27/2015,Shyft Group,BACK OVER PREVENTION,Vehicle,2904.0
04/27/2015,Ford Motor Company,EXTERIOR LIGHTING,Vehicle,21435.0
04/24/2015,Capacity of Texas,INTERIOR LIGHTING,Vehicle,337.0
04/24/2015,Ford Motor Company,LATCHES/LOCKS/LINKAGES,Vehicle,456440.0
04/24/2015,"General Motors, LLC",POWER TRAIN,Vehicle,3690.0
04/24/2015,"Jet Company, Inc.",STRUCTURE,Vehicle,223.0
04/22/2015,"Navistar, Inc.",VISIBILITY,Vehicle,82736.0
04/22/2015,"Navistar, Inc.",VISIBILITY,Vehicle,113.0
04/22/2015,"Gulf States Toyota, Inc.",STRUCTURE,Vehicle,387.0
04/22/2015,Polaris Inc.,STRUCTURE,Vehicle,628.0
04/21/2015,"Forest River, Inc.",EQUIPMENT,Vehicle,83.0
04/21/2015,"Southeast Toyota Distributors, LLC",STRUCTURE,Vehicle,262.0
04/21/2015,Starcraft RV,SUSPENSION,Vehicle,34.0
04/21/2015,Highland Ridge RV,SUSPENSION,Vehicle,20.0
04/20/2015,"Mitsubishi Motors North America, Inc.",VISIBILITY,Vehicle,76958.0
04/20/2015,"Mitsubishi Motors North America, Inc.",ELECTRICAL SYSTEM,Vehicle,53396.0
04/20/2015,Cruiser RV,EQUIPMENT,Vehicle,46.0
04/20/2015,"Cummins, Inc.",ENGINE AND ENGINE COOLING,Equipment,28941.0
04/20/2015,"Forest River, Inc.",SUSPENSION,Vehicle,691.0
04/17/2015,Highland Ridge RV,EQUIPMENT,Vehicle,5.0
04/17/2015,"Volkswagen Group of America, Inc.","FUEL SYSTEM, GASOLINE",Vehicle,6205.0
04/17/2015,Toyota Motor Engineering & Manufacturing,SUSPENSION,Vehicle,114.0
04/17/2015,"Nissan North America, Inc.",AIR BAGS,Vehicle,12606.0
04/17/2015,Honda (American Honda Motor Co.),SUSPENSION,Vehicle,504.0
04/15/2015,"Chrysler (FCA US, LLC)",POWER TRAIN,Vehicle,43939.0
04/15/2015,"General Motors, LLC","SERVICE BRAKES, HYDRAULIC",Vehicle,4907.0
04/15/2015,Thor Motor Coach,EQUIPMENT,Vehicle,168.0
04/15/2015,"Chrysler (FCA US, LLC)",AIR BAGS,Vehicle,2408.0
04/14/2015,"Gillig, LLC","SERVICE BRAKES, AIR",Vehicle,623.0
04/14/2015,Fontaine Modification,EXTERIOR LIGHTING,Vehicle,3571.0
04/14/2015,"Yamaha Motor Corporation, USA",SUSPENSION,Vehicle,350.0
04/13/2015,Hyundai Motor America,AIR BAGS,Vehicle,2580.0
04/13/2015,Harley-Davidson Motor Company,POWER TRAIN,Vehicle,106966.0
04/13/2015,Harley-Davidson Motor Company,EXTERIOR LIGHTING,Vehicle,8904.0
04/13/2015,DS Corp - DBA Crossroads RV,SUSPENSION,Vehicle,272.0
